Timestamp,Topic,Message
2024-07-10 23:30:50,Motion,Not Detected
2024-07-10 23:30:53,Motion,Not Detected
2024-07-10 23:30:59,Motion,Detected
2024-07-10 23:31:17,Motion,Detected
2024-07-10 23:31:20,Motion,Not Detected
2024-07-10 23:31:23,Motion,Not Detected
2024-07-10 23:31:26,Motion,Not Detected
2024-07-10 23:31:32,Motion,Not Detected
2024-07-10 23:31:38,Motion,Detected
2024-07-10 23:31:41,Motion,Not Detected
2024-07-10 23:31:44,Motion,Not Detected
2024-07-10 23:31:48,Motion,Not Detected
2024-07-10 23:31:50,Motion,Not Detected
2024-07-10 23:31:54,Motion,Not Detected
2024-07-10 23:31:57,Motion,Not Detected
2024-07-12 12:36:18,Motion,Not Detected
2024-07-12 12:36:21,Motion,Not Detected
2024-07-12 12:36:24,Motion,Not Detected
2024-07-12 12:36:27,Motion,Not Detected
2024-07-12 12:36:30,Motion,Not Detected
2024-07-12 12:36:33,Motion,Not Detected
2024-07-12 12:36:42,Motion,Detected
2024-07-12 12:36:45,Motion,Not Detected
2024-07-12 12:36:48,Motion,Not Detected
2024-07-12 12:36:51,Motion,Not Detected
2024-07-12 12:36:57,Motion,Not Detected
2024-07-12 12:37:03,Motion,Detected
2024-07-12 12:37:06,Motion,Not Detected
2024-07-12 12:41:42,Motion,Not Detected
2024-07-12 12:41:45,Motion,Not Detected
2024-07-12 12:41:51,Motion,Detected
2024-07-12 12:42:00,Motion,Detected
2024-07-12 12:42:03,Motion,Not Detected
2024-07-12 12:42:06,Motion,Not Detected
2024-07-12 12:42:09,Motion,Not Detected
2024-07-12 12:42:12,Motion,Not Detected
2024-07-12 12:42:15,Motion,Not Detected
2024-07-12 12:42:18,Motion,Not Detected
2024-07-12 12:42:21,Motion,Not Detected
2024-07-12 12:42:24,Motion,Not Detected
2024-07-12 12:42:27,Motion,Not Detected
2024-07-12 12:42:30,Motion,Not Detected
2024-07-12 12:42:33,Motion,Not Detected
2024-07-12 12:42:36,Motion,Not Detected
2024-07-12 12:42:39,Motion,Not Detected
2024-07-12 12:42:42,Motion,Not Detected
2024-07-12 12:42:45,Motion,Not Detected
2024-07-12 12:42:48,Motion,Not Detected
2024-07-12 12:42:57,Motion,Detected
2024-07-12 12:43:03,Motion,Not Detected
2024-07-12 12:43:06,Motion,Not Detected
2024-07-12 12:43:09,Motion,Not Detected
2024-07-12 12:43:12,Motion,Not Detected
2024-07-12 12:43:15,Motion,Not Detected
2024-07-12 12:43:24,Motion,Not Detected
2024-07-12 12:43:27,Motion,Not Detected
2024-07-12 12:43:30,Motion,Not Detected
2024-07-12 12:43:33,Motion,Not Detected
2024-07-12 12:43:36,Motion,Not Detected
2024-07-12 12:43:39,Motion,Not Detected
2024-07-12 12:43:42,Motion,Not Detected
2024-07-12 12:43:45,Motion,Not Detected
2024-07-12 12:43:51,Motion,Not Detected
2024-07-12 12:44:00,Motion,Detected
2024-07-12 12:44:03,Motion,Not Detected
2024-07-12 12:44:06,Motion,Not Detected
2024-07-12 12:44:12,Motion,Not Detected
2024-07-12 12:44:15,Motion,Not Detected
2024-07-12 12:44:18,Motion,Not Detected
2024-07-12 12:44:27,Motion,Not Detected
2024-07-12 12:44:30,Motion,Not Detected
2024-07-12 12:44:39,Motion,Detected
2024-07-12 12:44:45,Motion,Not Detected
2024-07-12 12:44:48,Motion,Not Detected
2024-07-12 12:44:51,Motion,Not Detected
2024-07-12 12:44:54,Motion,Not Detected
2024-07-12 12:45:03,Motion,Not Detected
2024-07-12 12:45:06,Motion,Detected
2024-07-12 12:45:15,Motion,Not Detected
2024-07-12 12:45:18,Motion,Not Detected
2024-07-12 12:45:21,Motion,Not Detected
2024-07-12 12:45:24,Motion,Not Detected
2024-07-12 12:45:30,Motion,Not Detected
2024-07-12 12:45:33,Motion,Not Detected
2024-07-12 12:45:39,Motion,Not Detected
2024-07-12 12:45:42,Motion,Not Detected
2024-07-12 12:45:45,Motion,Not Detected
2024-07-12 12:45:48,Motion,Not Detected
2024-07-12 12:45:51,Motion,Not Detected
2024-07-12 12:46:00,Motion,Not Detected
2024-07-12 12:46:03,Motion,Not Detected
2024-07-12 12:46:06,Motion,Not Detected
2024-07-12 12:46:09,Motion,Not Detected
2024-07-12 12:46:12,Motion,Not Detected
2024-07-12 12:46:18,Motion,Not Detected
2024-07-12 12:46:21,Motion,Not Detected
2024-07-12 12:46:27,Motion,Detected
2024-07-12 12:46:30,Motion,Not Detected
2024-07-12 12:46:33,Motion,Not Detected
2024-07-12 12:46:36,Motion,Not Detected
2024-07-12 12:46:42,Motion,Not Detected
2024-07-12 12:46:48,Motion,Detected
2024-07-12 12:46:57,Motion,Detected
2024-07-12 12:47:00,Motion,Not Detected
2024-07-12 12:47:09,Motion,Not Detected
2024-07-12 12:47:12,Motion,Detected
2024-07-12 12:47:15,Motion,Not Detected
2024-07-12 12:47:18,Motion,Not Detected
