Timestamp,Topic,Message
2024-07-05 16:40:03,"Temperature,Humidity","25,61"
2024-07-05 16:40:05,"Temperature,Humidity","25,61"
2024-07-05 16:40:08,"Temperature,Humidity","25,61"
2024-07-05 16:40:10,"Temperature,Humidity","25,61"
2024-07-05 16:40:12,"Temperature,Humidity","25,61"
2024-07-05 16:40:14,"Temperature,Humidity","25,63"
2024-07-05 16:40:17,"Temperature,Humidity","25,63"
2024-07-05 16:40:19,"Temperature,Humidity","25,63"
2024-07-05 16:40:21,"Temperature,Humidity","25,64"
2024-07-05 16:40:23,"Temperature,Humidity","25,63"
2024-07-05 16:40:26,"Temperature,Humidity","25,62"
2024-07-05 16:40:30,"Temperature,Humidity","25,60"
2024-07-05 16:40:32,"Temperature,Humidity","25,60"
2024-07-05 16:40:35,"Temperature,Humidity","25,59"
2024-07-05 16:40:37,"Temperature,Humidity","25,59"
2024-07-05 16:40:39,"Temperature,Humidity","25,59"
2024-07-05 16:40:41,"Temperature,Humidity","25,58"
2024-07-05 16:40:44,"Temperature,Humidity","25,58"
2024-07-05 16:40:46,"Temperature,Humidity","25,58"
2024-07-05 16:40:48,"Temperature,Humidity","25,58"
2024-07-05 16:40:51,"Temperature,Humidity","25,58"
2024-07-05 16:40:53,"Temperature,Humidity","25,58"
2024-07-05 16:40:55,"Temperature,Humidity","25,58"
2024-07-05 16:40:57,"Temperature,Humidity","25,58"
2024-07-05 16:41:00,"Temperature,Humidity","25,58"
2024-07-05 16:41:02,"Temperature,Humidity","25,58"
2024-07-05 16:41:04,"Temperature,Humidity","25,58"
2024-07-05 16:41:06,"Temperature,Humidity","25,58"
2024-07-05 16:41:09,"Temperature,Humidity","25,58"
2024-07-05 16:41:11,"Temperature,Humidity","25,58"
2024-07-05 16:41:13,"Temperature,Humidity","25,58"
2024-07-05 16:41:15,"Temperature,Humidity","25,58"
2024-07-05 16:41:18,"Temperature,Humidity","25,58"
2024-07-05 16:41:20,"Temperature,Humidity","25,58"
2024-07-05 16:41:22,"Temperature,Humidity","25,58"
2024-07-05 16:41:24,"Temperature,Humidity","25,58"
2024-07-05 16:41:27,"Temperature,Humidity","25,58"
2024-07-05 16:41:29,"Temperature,Humidity","25,58"
2024-07-05 16:41:31,"Temperature,Humidity","25,58"
2024-07-05 16:41:33,"Temperature,Humidity","25,58"
2024-07-05 16:41:36,"Temperature,Humidity","25,58"
2024-07-05 16:41:38,"Temperature,Humidity","25,58"
2024-07-05 16:41:40,"Temperature,Humidity","25,58"
2024-07-05 16:41:42,"Temperature,Humidity","25,58"
2024-07-05 16:41:45,"Temperature,Humidity","25,58"
2024-07-05 16:41:47,"Temperature,Humidity","25,58"
2024-07-05 16:41:51,"Temperature,Humidity","25,58"
2024-07-05 16:41:54,"Temperature,Humidity","25,58"
2024-07-05 16:41:56,"Temperature,Humidity","25,58"
2024-07-05 16:41:58,"Temperature,Humidity","25,58"
2024-07-05 16:42:00,"Temperature,Humidity","25,58"
2024-07-05 16:42:03,"Temperature,Humidity","25,58"
2024-07-05 16:42:05,"Temperature,Humidity","25,58"
2024-07-05 16:42:07,"Temperature,Humidity","25,58"
2024-07-05 16:42:09,"Temperature,Humidity","25,58"
2024-07-05 16:42:12,"Temperature,Humidity","25,58"
2024-07-05 16:42:14,"Temperature,Humidity","25,58"
2024-07-05 16:42:19,"Temperature,Humidity","25,58"
2024-07-05 16:42:21,"Temperature,Humidity","25,58"
2024-07-05 16:42:23,"Temperature,Humidity","25,58"
2024-07-05 16:42:25,"Temperature,Humidity","25,58"
2024-07-05 16:42:28,"Temperature,Humidity","25,58"
2024-07-05 16:42:30,"Temperature,Humidity","25,58"
2024-07-05 16:42:32,"Temperature,Humidity","25,58"
2024-07-05 16:42:34,"Temperature,Humidity","25,58"
2024-07-05 16:42:37,"Temperature,Humidity","25,58"
2024-07-05 16:43:22,"Temperature,Humidity","25,57"
2024-07-05 16:43:24,"Temperature,Humidity","25,58"
2024-07-05 16:43:26,"Temperature,Humidity","25,58"
2024-07-05 16:43:31,"Temperature,Humidity","25,58"
2024-07-05 16:43:33,"Temperature,Humidity","25,58"
2024-07-05 16:43:35,"Temperature,Humidity","25,58"
2024-07-05 16:43:40,"Temperature,Humidity","25,58"
2024-07-05 16:43:42,"Temperature,Humidity","25,58"
2024-07-05 16:43:44,"Temperature,Humidity","25,58"
2024-07-05 16:43:47,"Temperature,Humidity","25,58"
2024-07-05 16:43:49,"Temperature,Humidity","25,58"
2024-07-05 16:43:53,"Temperature,Humidity","25,58"
2024-07-05 16:43:56,"Temperature,Humidity","25,58"
2024-07-05 16:43:58,"Temperature,Humidity","25,58"
2024-07-05 16:44:00,"Temperature,Humidity","25,58"
2024-07-05 16:44:03,"Temperature,Humidity","25,58"
2024-07-05 16:44:05,"Temperature,Humidity","25,58"
2024-07-05 16:44:07,"Temperature,Humidity","25,58"
2024-07-05 16:44:09,"Temperature,Humidity","25,58"
2024-07-05 16:44:11,"Temperature,Humidity","25,58"
2024-07-05 16:44:14,"Temperature,Humidity","25,58"
2024-07-05 16:44:16,"Temperature,Humidity","25,58"
2024-07-05 16:44:18,"Temperature,Humidity","25,58"
2024-07-05 16:44:20,"Temperature,Humidity","25,58"
2024-07-05 16:44:23,"Temperature,Humidity","25,58"
2024-07-05 16:44:25,"Temperature,Humidity","25,58"
2024-07-05 16:44:27,"Temperature,Humidity","25,58"
2024-07-05 16:44:30,"Temperature,Humidity","25,58"
2024-07-05 16:44:34,"Temperature,Humidity","25,58"
2024-07-05 16:44:36,"Temperature,Humidity","25,58"
2024-07-05 16:44:39,"Temperature,Humidity","25,58"
2024-07-05 16:44:41,"Temperature,Humidity","25,58"
2024-07-05 16:44:43,"Temperature,Humidity","25,58"
2024-07-05 16:44:45,"Temperature,Humidity","25,58"
2024-07-05 16:44:48,"Temperature,Humidity","25,58"
2024-07-05 16:44:50,"Temperature,Humidity","25,58"
2024-07-05 16:44:52,"Temperature,Humidity","25,59"
2024-07-05 16:44:54,"Temperature,Humidity","25,59"
2024-07-05 16:44:57,"Temperature,Humidity","25,59"
2024-07-05 16:44:59,"Temperature,Humidity","25,58"
2024-07-05 16:45:01,"Temperature,Humidity","25,58"
2024-07-05 16:45:03,"Temperature,Humidity","25,58"
2024-07-05 16:45:06,"Temperature,Humidity","25,58"
2024-07-05 16:45:08,"Temperature,Humidity","25,58"
2024-07-05 16:45:10,"Temperature,Humidity","25,58"
2024-07-05 16:45:12,"Temperature,Humidity","25,58"
2024-07-05 16:45:15,"Temperature,Humidity","25,58"
2024-07-05 16:45:17,"Temperature,Humidity","25,58"
2024-07-05 16:45:19,"Temperature,Humidity","25,58"
2024-07-05 16:45:21,"Temperature,Humidity","25,58"
2024-07-05 16:45:24,"Temperature,Humidity","25,58"
2024-07-05 16:45:26,"Temperature,Humidity","25,58"
2024-07-05 16:45:28,"Temperature,Humidity","25,58"
2024-07-05 16:45:30,"Temperature,Humidity","25,58"
2024-07-05 16:45:33,"Temperature,Humidity","25,58"
2024-07-05 16:45:35,"Temperature,Humidity","25,56"
2024-07-05 16:45:37,"Temperature,Humidity","25,59"
2024-07-05 16:45:39,"Temperature,Humidity","25,58"
2024-07-05 16:45:42,"Temperature,Humidity","25,58"
2024-07-05 16:45:44,"Temperature,Humidity","25,58"
2024-07-05 16:45:46,"Temperature,Humidity","25,58"
2024-07-05 16:45:48,"Temperature,Humidity","25,58"
2024-07-05 16:45:51,"Temperature,Humidity","25,58"
2024-07-05 16:45:53,"Temperature,Humidity","25,58"
2024-07-05 16:45:58,"Temperature,Humidity","25,58"
2024-07-05 16:46:00,"Temperature,Humidity","25,58"
2024-07-05 16:46:02,"Temperature,Humidity","25,58"
2024-07-05 16:46:04,"Temperature,Humidity","25,58"
2024-07-05 16:46:07,"Temperature,Humidity","25,58"
2024-07-05 16:46:09,"Temperature,Humidity","25,58"
2024-07-05 16:46:11,"Temperature,Humidity","25,58"
2024-07-05 16:46:13,"Temperature,Humidity","25,58"
2024-07-05 16:46:18,"Temperature,Humidity","25,58"
2024-07-05 16:46:20,"Temperature,Humidity","25,58"
2024-07-05 16:46:22,"Temperature,Humidity","25,58"
2024-07-05 16:46:25,"Temperature,Humidity","25,58"
2024-07-05 16:46:27,"Temperature,Humidity","25,58"
2024-07-05 16:46:29,"Temperature,Humidity","25,58"
2024-07-05 16:46:31,"Temperature,Humidity","25,58"
2024-07-05 16:46:34,"Temperature,Humidity","25,58"
2024-07-05 16:46:36,"Temperature,Humidity","25,58"
2024-07-05 16:46:38,"Temperature,Humidity","25,58"
2024-07-05 16:46:40,"Temperature,Humidity","25,58"
2024-07-05 16:46:43,"Temperature,Humidity","25,58"
2024-07-05 16:46:45,"Temperature,Humidity","25,58"
2024-07-11 18:10:02,"Temperature,Humidity","26,44"
2024-07-11 18:10:03,"Temperature,Humidity","28,44"
2024-07-11 18:10:04,"Temperature,Humidity","22,51"
2024-07-11 18:10:05,"Temperature,Humidity","24,47"
2024-07-11 18:10:06,"Temperature,Humidity","26,60"
2024-07-11 18:10:07,"Temperature,Humidity","30,64"
2024-07-11 18:10:08,"Temperature,Humidity","29,52"
2024-07-11 18:10:09,"Temperature,Humidity","29,66"
2024-07-11 18:12:32,"Temperature,Humidity","30,48"
2024-07-11 18:12:33,"Temperature,Humidity","21,44"
2024-07-11 18:12:34,"Temperature,Humidity","25,40"
2024-07-11 18:12:35,"Temperature,Humidity","25,45"
2024-07-11 18:12:36,"Temperature,Humidity","25,69"
2024-07-11 18:12:37,"Temperature,Humidity","26,65"
2024-07-11 18:12:38,"Temperature,Humidity","22,48"
2024-07-11 18:12:39,"Temperature,Humidity","21,57"
2024-07-11 18:12:40,"Temperature,Humidity","29,67"
2024-07-11 18:12:41,"Temperature,Humidity","23,56"
2024-07-11 18:12:42,"Temperature,Humidity","24,50"
2024-07-11 18:12:43,"Temperature,Humidity","21,41"
2024-07-11 18:12:44,"Temperature,Humidity","22,58"
2024-07-11 18:12:45,"Temperature,Humidity","21,63"
2024-07-11 18:12:46,"Temperature,Humidity","20,56"
2024-07-11 18:12:47,"Temperature,Humidity","20,66"
2024-07-11 18:12:48,"Temperature,Humidity","28,43"
2024-07-11 18:12:49,"Temperature,Humidity","23,47"
2024-07-11 18:12:50,"Temperature,Humidity","27,46"
2024-07-11 18:12:51,"Temperature,Humidity","21,69"
2024-07-11 18:12:52,"Temperature,Humidity","28,45"
2024-07-11 18:12:53,"Temperature,Humidity","26,42"
2024-07-11 18:12:54,"Temperature,Humidity","28,54"
2024-07-11 18:12:55,"Temperature,Humidity","27,63"
2024-07-11 18:12:56,"Temperature,Humidity","23,62"
2024-07-11 18:14:53,"Temperature,Humidity","23,57"
2024-07-11 18:14:54,"Temperature,Humidity","30,50"
2024-07-11 18:14:55,"Temperature,Humidity","26,40"
2024-07-11 18:14:56,"Temperature,Humidity","22,62"
2024-07-11 18:14:57,"Temperature,Humidity","25,67"
2024-07-11 18:14:58,"Temperature,Humidity","21,49"
2024-07-11 18:14:59,"Temperature,Humidity","21,70"
2024-07-11 18:15:00,"Temperature,Humidity","25,42"
2024-07-11 18:15:01,"Temperature,Humidity","24,68"
2024-07-11 18:15:02,"Temperature,Humidity","27,49"
2024-07-11 18:15:03,"Temperature,Humidity","20,44"
2024-07-11 18:15:04,"Temperature,Humidity","22,50"
2024-07-11 18:15:05,"Temperature,Humidity","20,64"
2024-07-11 18:15:06,"Temperature,Humidity","27,48"
2024-07-11 18:15:07,"Temperature,Humidity","22,55"
2024-07-11 18:15:08,"Temperature,Humidity","26,40"
2024-07-11 18:15:09,"Temperature,Humidity","26,62"
2024-07-11 18:15:10,"Temperature,Humidity","27,45"
2024-07-11 18:15:11,"Temperature,Humidity","30,66"
2024-07-11 18:15:12,"Temperature,Humidity","21,62"
